text,clean_text,label,mentions_dem,mentions_rep
"NACCP had invited Trump to speak at their convention, he refused, they invted him to meet with them he …  https://t.co/61VusDOVID","naccp had invited trump to speak at their convention, he refused, they invted him to meet with them he    ",Democrat,[],"['Trump', 'Trump']"
Hey  all you  supporting draft dodger trump. He's vowed  take away rights of these true American heroes. How can you?   https://t.co/JA6dDpA7uU,hey  all you  supporting draft dodger trump. he s vowed  take away rights of these true american heroes. how can you    ,Democrat,[],['trump']
"What happened to those Shovel ready jobs and all those millions,of Green Tech jobs Obama promised?

   ","what happened to those shovel ready jobs and all those millions,of green tech jobs obama promised      ",Democrat,"['Hillary', 'Obama', 'Obama']",['Trump']
Standing in line getting ready to vote! Excited to make history and help elect Hillary Clinton!   ,standing in line getting ready to vote  excited to make history and help elect hillary clinton    ,Democrat,"['Clinton', 'Hillary']",[]
My closing argument against Trump.  | Tom Nichols: What Trump has already... https://t.co/9g5sSVIZ2L by  via @c0nvey,my closing argument against trump.    tom nichols: what trump has already...  by  via  c0nvey,Democrat,[],"['Trump', 'Trump', 'Trump']"
That's not my finger. I'd never do that. But..Eff @mike_pence. Eff @realDonaldTrump.     https://t.co/eeGnJSt8Bq,that s not my finger. i d never do that. but..eff  mike pence. eff  realdonaldtrump.     ,Democrat,[],"['Trump', 'Donald', 'pence']"
Trump in Nevada. That was just TOO PHONY. Donald Trump is a joke &amp; a disgrace to all of America. Totally unbelievable episode. ,trump in nevada. that was just too phony. donald trump is a joke and; a disgrace to all of america. totally unbelievable episode. ,Democrat,[],"['Trump', 'Trump', 'Trump', 'Donald']"
An epic one-two from @feministabulous on election eve!     https://t.co/pxJitI2Y53,an epic one-two from  feministabulous on election eve      ,Democrat,[],[]
    The Story of Her | Hillary Clinton https://t.co/bjfqGc7g7l via @YouTube,    the story of her   hillary clinton  via  youtube,Democrat,"['Clinton', 'Hillary', 'Hillary']",[]
"washdcnews: When Trump loses, don't blame  https://t.co/gWnnDEEkiy","washdcnews: when trump loses, don t blame  ",Democrat,[],"['Trump', 'Trump']"
The latest Fuck You Washington Daily! https://t.co/7u1Hx2KUfW Thanks to @tbdnonymous @MayorDriscoll  ,the latest fuck you washington daily   thanks to  tbdnonymous  mayordriscoll  ,Democrat,[],[]
"Told ya so, told ya so, told ya, told ya, told ya so! - Will &amp; Grace  https://t.co/rhAqrdCYoS","told ya so, told ya so, told ya, told ya, told ya so  - will and; grace  ",Democrat,[],[]
I Blame Trump Sweatshirt https://t.co/TQBJxT1xfb    ,i blame trump sweatshirt     ,Democrat,[],['Trump']
"NZ reporter interviews Trump supporter who does not know what New Zealand is?!!!!

  

https://t.co/gQSHQfmBpW",nz reporter interviews trump supporter who does not know what new zealand is           ,Democrat,[],"['Trump', 'Trump']"
Is this what you saw @realDonaldTrump ?     https://t.co/gqL63bqUjI,is this what you saw  realdonaldtrump       ,Democrat,[],"['Trump', 'Donald']"
"Turn to your neighbor and say: Neighbor, who the hell did you vote for? Because some of y'all were lying about   https://t.co/zwX6VmKF7a","turn to your neighbor and say: neighbor, who the hell did you vote for  because some of y all were lying about   ",Democrat,[],[]
No doubt another huge Trump success  America doesn't need @realDonaldTrump brand of winning.  @HFA https://t.co/lLTYEztnRZ,no doubt another huge trump success  america doesn t need  realdonaldtrump brand of winning.   hfa ,Democrat,[],"['Trump', 'Trump', 'Donald']"
 already  but tomorrow I am avoiding all news and Internet. I won't be able to sleep if  wins  , already  but tomorrow i am avoiding all news and internet. i won t be able to sleep if  wins  ,Democrat,[],"['trump', 'Trump']"
 and  to defeat Trump and Trumpism ONCE AND FOR ALL!   https://t.co/ZZ6JfJxVkB, and  to defeat trump and trumpism once and for all    ,Democrat,['Hillary'],"['Trump', 'Trump']"
"Glenn Beck says he empathizes with  thinks Trump is ""unhinged"" https://t.co/LplTDXo6wt via @HuffPostPol",glenn beck says he empathizes with  thinks trump is  unhinged   via  huffpostpol,Democrat,[],['Trump']
Hillary Campaigns at Florida Gay Bar: Trump Has 'Terrible'  Record https://t.co/R40WSOs8F5      ,hillary campaigns at florida gay bar: trump has  terrible   record       ,Democrat,['Hillary'],['Trump']
"Hillary is dodgier than my stomach the morning after a takeaway, but Trump is worse than the diarrhoea that follows. Therefore, ","hillary is dodgier than my stomach the morning after a takeaway, but trump is worse than the diarrhoea that follows. therefore, ",Democrat,['Hillary'],['Trump']
"As a candidate, I find HRC extremely problematic on a lot of things, but it is Trump y'all. NO. So,  ","as a candidate, i find hrc extremely problematic on a lot of things, but it is trump y all. no. so,  ",Democrat,[],"['Trump', 'trump']"
RT ladygaga:     🇺🇸👠 https://t.co/UUEdKKaQTk,rt ladygaga:         ,Democrat,['Hillary'],[]
Poll: 'Shy Trump' voters are a mirage https://t.co/asTw5G1jsk  ,poll:  shy trump  voters are a mirage   ,Democrat,[],"['Trump', 'Trump', 'Trump']"
Donald Trump pledges to sign anti-LGBTQ 'First Amendment Defense Act' https://t.co/jjGqBC6CnU    ,donald trump pledges to sign anti-lgbtq  first amendment defense act      ,Democrat,[],"['Trump', 'Trump', 'Donald']"
President Obama FTW!    https://t.co/piGeRTzqVo via @HuffPostPol,president obama ftw      via  huffpostpol,Democrat,['Obama'],['Trump']
Why does Trump have no friends? Big Names Campaigning for Hillary Clinton Underscore Trump’s Isolation https://t.co/goSrLzDQKG ,why does trump have no friends  big names campaigning for hillary clinton underscore trump s isolation  ,Democrat,"['Clinton', 'Hillary']","['Trump', 'Trump', 'trump']"
Please RT: Must Knows About Donald Trump: https://t.co/OEzQ5gajmV     ,please rt: must knows about donald trump:      ,Democrat,[],"['Trump', 'Trump', 'Trump', 'Trump', 'Trump', 'Donald', 'Donald']"
"  

WHOA! It Sounds Like Chris Matthews Just Endorsed Trump
https://t.co/LmSqDFb6KK   @gatewaypundit",    whoa  it sounds like chris matthews just endorsed trump     gatewaypundit,Democrat,"['Clinton', 'Hillary', 'Hillary']",['Trump']
I wouldn't trust Trump with a quarter for the parking meter.  ,i wouldn t trust trump with a quarter for the parking meter.  ,Democrat,[],"['Trump', 'trump']"
" Who do you think is going to win the 
 
", who do you think is going to win the    ,Democrat,[],"['Trump', 'Pence']"
https://t.co/x2KnIPGgcL ¡@machadooficial es lo máximo! Arriba @HillaryClinton  ,   machadooficial es lo m ximo  arriba  hillaryclinton  ,Democrat,"['Clinton', 'Hillary']",[]
 because . . . https://t.co/pTAvc1wyUP , because . . .  ,Democrat,[],['Trump']
Everything wrong with Trump in one 12 minute video  https://t.co/kIFMYii2pE,everything wrong with trump in one 12 minute video  ,Democrat,[],"['Trump', 'trump']"
1/ I'm a lifelong dem and HRC fan so this election is an easy choice for me on policy alone. ,1/ i m a lifelong dem and hrc fan so this election is an easy choice for me on policy alone. ,Democrat,[],[]
"To all my ladies who make the world beautiful, your  means EVERYTHING! We can STOP   are   https://t.co/yBfRtdFxY8","to all my ladies who make the world beautiful, your  means everything  we can stop   are   ",Democrat,[],['Trump']
"  

LIVE Stream: Donald Trump Rally in Miami, FL 11/2/16 https://t.co/hCGzaB7gNC via @YouTube","    live stream: donald trump rally in miami, fl 11/2/16  via  youtube",Democrat,[],"['Trump', 'Donald']"
Just got my ballot in the mail @mishacollins . Not my first election but close. We know THIS one is most important!!   ,just got my ballot in the mail  mishacollins . not my first election but close. we know this one is most important     ,Democrat,[],[]
ITS TIME TO GET GANGSTA! TRUMP HAS A CHANCE! All HANDS ON DECK!  @benensonj @NickMerrill @johnpodesta  Now! ,its time to get gangsta  trump has a chance  all hands on deck    benensonj  nickmerrill  johnpodesta  now  ,Democrat,[],"['TRUMP', 'TRUMP']"
Finally it's Election Day in     @HillaryClinton,finally it s election day in      hillaryclinton,Democrat,"['Clinton', 'Hillary']",[]
When your mom makes you watch the  and color a map you have  life.@RoseTARDIS99   https://t.co/k44kt29edK,when your mom makes you watch the  and color a map you have  life. rosetardis99   ,Democrat,[],[]
IT'S DONE AND DUSTED I VOTED FOR MY NEXT MADAME PRESIDENT HILLARY CLINTON.      https://t.co/hGVcQQjwg7,it s done and dusted i voted for my next madame president hillary clinton.      ,Democrat,"['CLINTON', 'CLINTON', 'HILLARY', 'HILLARY', 'HILLARY']",[]
"I have tried very, very hard during this election to keep my mouth shut...but the crazies have driven me crazy...  ","i have tried very, very hard during this election to keep my mouth shut...but the crazies have driven me crazy...  ",Democrat,[],[]
" 
Two more Trump supporters arrested in Florida for voter fraud and now this: https://t.co/VjvuCCaEde",  two more trump supporters arrested in florida for voter fraud and now this: ,Democrat,[],"['Trump', 'Trump']"
       https://t.co/Cd3taKnfXJ,       ,Democrat,['Hillary'],['trump']
RT: Must Knows About Donald Trump: https://t.co/89aQTp0I6D     *Please RT*,rt: must knows about donald trump:       please rt ,Democrat,[],"['Trump', 'Trump', 'Trump', 'Trump', 'Trump', 'Donald', 'Donald']"
Why @realdonaldtrump took upside down rainbow flag onstage      https://t.co/P5cjYF6oYu,why  realdonaldtrump took upside down rainbow flag onstage      ,Democrat,[],"['trump', 'Trump', 'Trump', 'donald']"
 Donald Trump’s Billionaire-Backed Super-PAC Also Paying Rudy Giuliani’s Law Firms https://t.co/XsqAi0wY6V via @thedailybeast, donald trump s billionaire-backed super-pac also paying rudy giuliani s law firms  via  thedailybeast,Democrat,[],"['Trump', 'Donald']"
"New Evidence Ties  To Notorious Mobster, so he's both a LIAR &amp; Unfit   
https://t.co/at1QcwQqyE","new evidence ties  to notorious mobster, so he s both a liar and; unfit    ",Democrat,[],"['Trump', 'Trump']"
There's more anger over the new Starbucks cup than there is over Trump's impending rape trial. I quit 2016.   ,there s more anger over the new starbucks cup than there is over trump s impending rape trial. i quit 2016.   ,Democrat,[],"['Trump', 'trump']"
Technically I can say  on Election Day,technically i can say  on election day,Democrat,[],[]
"so if  refers to Clinton, does  refer to Trump?","so if  refers to clinton, does  refer to trump ",Democrat,['Clinton'],['Trump']
"Let's bring it home for @HillaryClinton tomorrow!! Let's make history, vote for Hillary!!   ","let s bring it home for  hillaryclinton tomorrow   let s make history, vote for hillary     ",Democrat,"['Clinton', 'Hillary', 'Hillary']",[]
"Most of my MIA fam is voting for Trump, so I'm trolling them HARDCORE by sharing  stuff on my facebook 😂","most of my mia fam is voting for trump, so i m trolling them hardcore by sharing  stuff on my facebook  ",Democrat,[],['Trump']
"Nancy, the teacher, reckons that Trump is a boaby. ","nancy, the teacher, reckons that trump is a boaby. ",Democrat,[],"['Trump', 'Trump']"
So excited to celebrate the results of this election with my granddaughters tomorrow! ,so excited to celebrate the results of this election with my granddaughters tomorrow  ,Democrat,[],[]
Here's how female leaders improve the health of women via @juliaoftoronto   https://t.co/Bgu1csDmFA via @voxdotcom,here s how female leaders improve the health of women via  juliaoftoronto    via  voxdotcom,Democrat,[],[]
"It's 7:10 AM ESTin Washington DC and Donald Trump is still a major threat to the free world.
And he has small hands.
",it s 7:10 am estin washington dc and donald trump is still a major threat to the free world. and he has small hands. ,Democrat,[],"['Trump', 'Trump', 'Donald']"
Clinton meets with  protesters after the... https://t.co/LxntDp5Qfa via @YouTube,clinton meets with  protesters after the...  via  youtube,Democrat,['Clinton'],[]
"A source of mine in NYC said there was a SAG call for actors to ""act"" as Trump supporters on Tuesday. $200 if you're union. ",a source of mine in nyc said there was a sag call for actors to  act  as trump supporters on tuesday. $200 if you re union. ,Democrat,[],['Trump']
"In @HillaryClinton 's vision of America we can celebrate our differences. In Trump's vision of America, we must hate them.  ","in  hillaryclinton  s vision of america we can celebrate our differences. in trump s vision of america, we must hate them.  ",Democrat,"['Clinton', 'Hillary']",['Trump']
I refuse to consider the idea that such a hateful man will win this election. I have more faith in humanity than that ,i refuse to consider the idea that such a hateful man will win this election. i have more faith in humanity than that ,Democrat,[],[]
'Vote Trump' painted on burned Miss. black church https://t.co/VX2591cVVK Voters imtimidation by Trump's goons , vote trump  painted on burned miss. black church  voters imtimidation by trump s goons ,Democrat,[],"['Trump', 'Trump', 'trump']"
"The anti-Clinton insurgency at the FBI, explained https://t.co/UzZWFaMMQB via @voxdotcom ","the anti-clinton insurgency at the fbi, explained  via  voxdotcom ",Democrat,['Clinton'],['Trump']
"""Existential Threat"" Trump Troll here making up lying stories as usual which is why they are deporable  https://t.co/LK09jP60OT", existential threat  trump troll here making up lying stories as usual which is why they are deporable  ,Democrat,[],"['Trump', 'Trump']"
"Pretty sure Chapman won't finish. Let's ask Trump, he knows all about these things.   ","pretty sure chapman won t finish. let s ask trump, he knows all about these things.   ",Democrat,[],"['Trump', 'Trump']"
https://t.co/Ixw1s37rTE Donald Trump winning the US presidency is considered one of the top 10 risks facing the world.   , donald trump winning the us presidency is considered one of the top 10 risks facing the world.   ,Democrat,[],"['Trump', 'Donald']"
" burning crosses, planned treason and plots  is the new    "," burning crosses, planned treason and plots  is the new    ",Democrat,[],['trump']
"It's 2:10 PM in Washington DC and Donald Trump is still a major threat to the free world.
And he has small hands.
",it s 2:10 pm in washington dc and donald trump is still a major threat to the free world. and he has small hands. ,Democrat,[],"['Trump', 'Trump', 'Donald']"
         ,         ,Democrat,"['Clinton', 'Clinton', 'Hillary']","['Trump', 'Trump', 'Trump', 'Trump', 'Trump', 'Trump', 'Trump']"
It's Election Day!!! Privileged and blessed to be an American so exercise your right and go vote 🇺🇸🇺🇸🇺🇸 ,it s election day    privileged and blessed to be an american so exercise your right and go vote        ,Democrat,[],[]
 Hillary Hillary Hillary !!   Trump will result in the destruction of social justice and a diminished USA, hillary hillary hillary      trump will result in the destruction of social justice and a diminished usa,Democrat,"['Hillary', 'Hillary', 'Hillary']","['Trump', 'Trump']"
"Even with her email scandals, Hillary Clinton is the only alternative on election day  https://t.co/YIZv2qJzqr","even with her email scandals, hillary clinton is the only alternative on election day  ",Democrat,"['Clinton', 'Hillary']",[]
White nationalists plot  play to suppress Black voters w/ KKK &amp; neo-Nazis! https://t.co/SBVEnoM43T  ,white nationalists plot  play to suppress black voters w/ kkk and; neo-nazis    ,Democrat,[],[]
A view of the election from London:   https://t.co/S0Ql2YiBdG,a view of the election from london:   ,Democrat,[],[]
"Ana Navarro voting for Hillary
Megyn Kelly making sense
Glenn Beck saying 

What TF is going on this year?!

",ana navarro voting for hillary megyn kelly making sense glenn beck saying   what tf is going on this year    ,Democrat,['Hillary'],[]
FBI clears Clinton in latest email review two days before election https://t.co/C3Z7LLWidy ,fbi clears clinton in latest email review two days before election  ,Democrat,['Clinton'],['trump']
"Lloyd Smucker &amp; the GOP's betting your life on Donald Trump! 
Vote for Christina Hartman 
@HartmanForPA @FlipItDem   https://t.co/vkJSNfBxDy",lloyd smucker and; the gop s betting your life on donald trump   vote for christina hartman   hartmanforpa  flipitdem   ,Democrat,[],"['Trump', 'Donald', 'GOP']"
This game is just preparing us for election night.  ,this game is just preparing us for election night.  ,Democrat,[],"['trump', 'donald']"
 Chinese Americans for Trump banner lapping Addison   https://t.co/h1phDEXo1X, chinese americans for trump banner lapping addison   ,Democrat,[],"['Trump', 'trump']"
 look up facts do not believe anything Donald Trump is talking about he's  a …   https://t.co/Eh3uDAwQwF, look up facts do not believe anything donald trump is talking about he s  a     ,Democrat,[],"['Trump', 'Trump', 'Donald']"
Me going through my Twitter and Instagram feed looking for Trump supporters like...    https://t.co/fgPvqAxJ9J,me going through my twitter and instagram feed looking for trump supporters like...    ,Democrat,[],"['Trump', 'trump']"
Part 4: Former Secret Service officer to Bill &amp;  gives us an inside look into the Clinton's when the cameras are off!  NOT https://t.co/KnImfe2clc,part 4: former secret service officer to bill and;  gives us an inside look into the clinton s when the cameras are off   not ,Democrat,"['Clinton', 'Hillary']",[]
         ,         ,Democrat,['Clinton'],"['Trump', 'Trump', 'Trump', 'Trump', 'Trump', 'Trump', 'Trump', 'Trump']"
Are you ready to  https://t.co/7j4H95IqJG   https://t.co/xlPC5Mjk25,are you ready to     ,Democrat,[],[]
"https://t.co/eBCcqfTzyS Quick, to the pandermobile!      "," quick, to the pandermobile       ",Democrat,[],['Trump']
"Has Comey, via Guiliani interfered w/ US  2 days before Comey, The Czar was on Fox bragging.   https://t.co/djb6xNJoPa","has comey, via guiliani interfered w/ us  2 days before comey, the czar was on fox bragging.   ",Democrat,[],[]
"All day, every day.       https://t.co/IILAKOyRJe","all day, every day.       ",Democrat,[],[]
a week before the election and Trump has already lost!  ,a week before the election and trump has already lost   ,Democrat,['HILLARY'],['Trump']
"Our next POTUS  ⚡️ “Jay Z throws Clinton a concert with Bey, Chance &amp; Big Sean”

https://t.co/fg743G3j9d","our next potus      jay z throws clinton a concert with bey, chance and; big sean   ",Democrat,['Clinton'],['Trump']
Hillary Clinton's final get-out-the-vote ad 'Roar' is phenomenal! https://t.co/3BXf3OXT9f  ,hillary clinton s final get-out-the-vote ad  roar  is phenomenal    ,Democrat,"['Clinton', 'Hillary']",[]
"This election got me like...
  https://t.co/jHNy1fplxv",this election got me like...   ,Democrat,['Clinton'],[]
"7 days and counting ... 6 ... 5 ...

https://t.co/M39TdhKIXp

   https://t.co/6cJqwiqfQR",7 days and counting ... 6 ... 5 ...       ,Democrat,[],['trump']
Trump's campaign has normalized fascism in US.  leadership needs to do something or it will only get worse.  ,trump s campaign has normalized fascism in us.  leadership needs to do something or it will only get worse.  ,Democrat,[],"['Trump', 'Trump', 'GOP']"
  said that was the old Trump Today he pointed out bullied   and put her in danger again. ,  said that was the old trump today he pointed out bullied   and put her in danger again. ,Democrat,[],"['Trump', 'Trump', 'Trump']"
"Trump says no one shows up to Hillary's rallies, but last night in Arizona, 15,000 people had something else to say.   https://t.co/XnESIHPrbd","trump says no one shows up to hillary s rallies, but last night in arizona, 15,000 people had something else to say.   ",Democrat,['Hillary'],['Trump']
Wild Trump quotes to funky music.  Twitter cuts vids short- complete on FB: https://t.co/QdotCzl1IS https://t.co/aPjEWlrOtI,wild trump quotes to funky music.  twitter cuts vids short- complete on fb:  ,Democrat,[],['Trump']
"Trump doesn't want you to vote, so go vote!  ","trump doesn t want you to vote, so go vote   ",Democrat,[],['Trump']
"https://t.co/CoX4vfA509

His memory doesn't lie.       ",  his memory doesn t lie.       ,Democrat,"['Hillary', 'Hillary']",[]
Trump refuses to pay his own pollster for work done. Good luck getting paid.   https://t.co/tmN9fvS6SI,trump refuses to pay his own pollster for work done. good luck getting paid.   ,Democrat,[],"['Trump', 'trump', 'trump']"
I can honest to God say Donald Trump is the most DESPICABLE &amp; DISGUSTING person I've ever seen. He is such an EFFING bully!   👎🏼😡,i can honest to god say donald trump is the most despicable and; disgusting person i ve ever seen. he is such an effing bully       ,Democrat,[],"['Trump', 'Trump', 'Donald']"
I was not born in Mexico. I’m not of Mexican descent. But I knew he was also talking about me @ananavarro  https://t.co/Xr7UTKobRb,i was not born in mexico. i m not of mexican descent. but i knew he was also talking about me  ananavarro  ,Democrat,[],[]
"Daniel, the teacher, voiced that Trump is a bawbag. ","daniel, the teacher, voiced that trump is a bawbag. ",Democrat,[],"['Trump', 'Trump']"
"If Donald Trump is elected  the first 100 days of his presidency will be 100 nightmares for black people.
",if donald trump is elected  the first 100 days of his presidency will be 100 nightmares for black people. ,Democrat,[],"['Trump', 'trump', 'Donald']"
I'm moving to another planet if Donald trump gets elected. 🙃  ,i m moving to another planet if donald trump gets elected.    ,Democrat,[],"['trump', 'Donald']"
"If you're from my hometown and voting Trump, just know that I assume you're extremely uneducated, sexist, homophobic, and racist😘
","if you re from my hometown and voting trump, just know that i assume you re extremely uneducated, sexist, homophobic, and racist  ",Democrat,[],['Trump']
Many of my Florida Republican friends voted for @HillaryClinton !       ,many of my florida republican friends voted for  hillaryclinton         ,Democrat,"['Clinton', 'Clinton', 'Hillary']","['Trump', 'Republican']"
"Anthony, the doctor, said that Trump is a fud. ","anthony, the doctor, said that trump is a fud. ",Democrat,[],"['Trump', 'Trump']"
    https://t.co/Ohbm5QZWKV ,     ,Democrat,['Clinton'],"['Trump', 'Trump', 'trump', 'Republicans', 'Republicans', 'Republican', 'Republican']"
“The chilling implications of the FBI’s latest attack on Hillary Clinton” https://t.co/gyi9yACj3t   violation , the chilling implications of the fbi s latest attack on hillary clinton     violation ,Democrat,"['Clinton', 'Hillary']",[]
"   
 
https://t.co/N3IJ1MVVXk",      ,Democrat,[],['trump']
"Sad thing about this election Hillary can walk away &amp; she'll be fine. America, though, will be demolished.   @CNN","sad thing about this election hillary can walk away and; she ll be fine. america, though, will be demolished.    cnn",Democrat,['Hillary'],[]
All eyes on America   ,all eyes on america   ,Democrat,[],['Trump']
"  | @FullFrontalSamB interviews @BarackObama, they talk re: his  nightmares:  https://t.co/O41WtLuNJi","     fullfrontalsamb interviews  barackobama, they talk re: his  nightmares:  ",Democrat,['Obama'],['Trump']
DONALD says he's ALONE - FORGOT 2 MENTION his BOARD OF 13 BILLIONIARE ADVISOR/DONORS ALL MEN - NO WOMEN!  https://t.co/m1YtXrgftB,donald says he s alone - forgot 2 mention his board of 13 billioniare advisor/donors all men - no women   ,Democrat,[],"['Trump', 'DONALD']"
    ,    ,Democrat,"['Clinton', 'Hillary']",[]
Her goose was cooked when she called blacks  &amp; their kids    https://t.co/dZueONCX9e,her goose was cooked when she called blacks  and; their kids    ,Democrat,[],['Trump']
"Hillary Clinton is free.
Tom Brady is free.
Let's stay free.
Vote on Tuesday. 
",hillary clinton is free. tom brady is free. let s stay free. vote on tuesday.  ,Democrat,"['Clinton', 'Hillary']",[]
 Must Knows About Donald Trump: https://t.co/yLU6vTgQme     *Please RT* , must knows about donald trump:       please rt  ,Democrat,[],"['Trump', 'Trump', 'Trump', 'Trump', 'Donald', 'Donald']"
Do we really want to elect someone for  that is due in court just days after   https://t.co/0fihaqGvNg,do we really want to elect someone for  that is due in court just days after   ,Democrat,[],['Trump']
"Got to say,I've always loved a pant suit on a woman.Have a cupboard-full from the lawyering days..
 (but primarily anti-Trump)","got to say,i ve always loved a pant suit on a woman.have a cupboard-full from the lawyering days..   but primarily anti-trump ",Democrat,[],['Trump']
"anteek: RT LiberalMmama: This election is definition of misogyny!!

   https://t.co/HM4t9ZHJTB ",anteek: rt liberalmmama: this election is definition of misogyny        ,Democrat,[],['Trump']
Love and protect one another. You matter.     https://t.co/hn5h5k1gxX,love and protect one another. you matter.     ,Democrat,[],['trump']
"I've been truly disgusted by the rhetoric of  - his racist, sexist, misogynist views have no place in the Oval Office ","i ve been truly disgusted by the rhetoric of  - his racist, sexist, misogynist views have no place in the oval office ",Democrat,[],"['Trump', 'Trump']"
DONALD says he's ALONE - FORGOT 2 MENTION his BOARD OF 13 BILLIONIARE ADVISOR/DONORS ALL MEN - NO WOMEN!  https://t.co/DZ7xOVvsds,donald says he s alone - forgot 2 mention his board of 13 billioniare advisor/donors all men - no women   ,Democrat,[],"['Trump', 'DONALD']"
Report: FBI examining fake documents targeting Clinton campaign https://t.co/hcxCDKhxKu  ,report: fbi examining fake documents targeting clinton campaign   ,Democrat,['Clinton'],"['trump', 'trump', 'donald']"
     @ NBC Sports https://t.co/FcVN8dAmfo,       nbc sports ,Democrat,[],[]
Hillary Clinton has just officially won Guam!!!!   🎉 🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉,hillary clinton has just officially won guam                    ,Democrat,"['Clinton', 'Hillary']",[]
"Trump Kills The GOP With The Lowest Score In History Of Presidential Leadership Poll
https://t.co/KZ1gPqKcah  ",trump kills the gop with the lowest score in history of presidential leadership poll   ,Democrat,[],"['Trump', 'GOP']"
Michelle Obama Trashes Hillary Clinton .@FLOTUS  .@HillaryClinton .@realDonaldTrump  https://t.co/hinws8hHhR,michelle obama trashes hillary clinton . flotus  . hillaryclinton . realdonaldtrump  ,Democrat,"['Clinton', 'Clinton', 'Hillary', 'Hillary', 'Obama']","['Trump', 'Donald']"
"""I’m horrified to watch the bizarre pageant of my nation pretending these two contenders are equivalent""

https://t.co/IuolzQoEQe", i m horrified to watch the bizarre pageant of my nation pretending these two contenders are equivalent   ,Democrat,[],[]
"Two days until no more Trump, Giuliani, Spicer, Cortez, Delgado, Conway, Pence or any other delusional GOPer's ","two days until no more trump, giuliani, spicer, cortez, delgado, conway, pence or any other delusional goper s ",Democrat,[],"['Trump', 'Pence', 'GOP']"
CorrectRecord: RT CorrectRecord:  the strengths of HillaryClinton https://t.co/8NeKl2rGtC,correctrecord: rt correctrecord:  the strengths of hillaryclinton ,Democrat,"['Clinton', 'Hillary']",[]
"Elizabeth, the teacher, reckons that Trump is a clawbaw. ","elizabeth, the teacher, reckons that trump is a clawbaw. ",Democrat,[],"['Trump', 'Trump']"
.@paulkrugman Reveals Who Really Broke Our Democracy and Why: https://t.co/B2UlWXOdzB   ,. paulkrugman reveals who really broke our democracy and why:    ,Democrat,[],[]
        https://t.co/MWKQsC64uM,        ,Democrat,"['clinton', 'hillary']","['trump', 'trump', 'donald']"
Krugman Agrees - The Election is Rigged https://t.co/3cDJcWeKF3 ,krugman agrees - the election is rigged  ,Democrat,[],[]
"I'm Canadian, but still,  Make history today, America. Go vote!   https://t.co/c7YTxaMbjQ","i m canadian, but still,  make history today, america. go vote    ",Democrat,[],[]
"video i filmed and edited, NYC's reaction to Hillary's devastating loss: https://t.co/UdRnPiaEEd    ","video i filmed and edited, nyc s reaction to hillary s devastating loss:     ",Democrat,['Hillary'],['Trump']
"William Weld, Libertarian, Sticks Up for Hillary Clinton, a Rival https://t.co/4Ovz5V4lqi @HillaryClinton @REUTERS @AP  @WSJ @ABC","william weld, libertarian, sticks up for hillary clinton, a rival   hillaryclinton  reuters  ap   wsj  abc",Democrat,"['Clinton', 'Clinton', 'Hillary', 'Hillary']",['trump']
This is ACTUAL voter fraud. The R.N.C.’s ‘Don’t Get Out the Vote’ Drives    https://t.co/Gr1a34L4AY,this is actual voter fraud. the r.n.c. s  don t get out the vote  drives    ,Democrat,[],['Trump']
My closing argument against Trump.  | Tom Nichols: What Trump has... https://t.co/cT2dMOap4X by  via @c0nvey,my closing argument against trump.    tom nichols: what trump has...  by  via  c0nvey,Democrat,[],"['Trump', 'Trump', 'Trump']"
Because she is unflappable and steady and can take the heat.   ,because she is unflappable and steady and can take the heat.   ,Democrat,[],[]
Trump is the biggest liar in the country. Nothing he claims will ever happen. @realDonaldTrump ,trump is the biggest liar in the country. nothing he claims will ever happen.  realdonaldtrump ,Democrat,[],"['Trump', 'Trump', 'trump', 'Donald']"
"
Trump still won’t release his tax returns? At this point, it’s worth asking what he’s hiding https://t.co/yEP2r515RD via @qz"," trump still won t release his tax returns  at this point, it s worth asking what he s hiding  via  qz",Democrat,[],['Trump']
Funny Trump quotes to catchy music.  Twitter cuts vids short- rest on FB: https://t.co/GG75uUJQ44 https://t.co/uqbUvij2CK,funny trump quotes to catchy music.  twitter cuts vids short- rest on fb:  ,Democrat,[],['Trump']
Every gen has a moment when the fate of the free world hangs in the balance. TOMORROW is our moment @HillaryClinton   https://t.co/GapUPZ8GF6,every gen has a moment when the fate of the free world hangs in the balance. tomorrow is our moment  hillaryclinton   ,Democrat,"['Clinton', 'Hillary']",[]
" Self-Proclaimed Grabber Of 'P***y,' Has Problems With Jay-Z's Lyrics https://t.co/xBF30iuXkb"," self-proclaimed grabber of  p   y,  has problems with jay-z s lyrics ",Democrat,[],['Trump']
"""What DIFFERENCE at this point does it make"" -Hillary Clinton         https://t.co/wHDNbXeVVN", what difference at this point does it make  -hillary clinton         ,Democrat,"['Clinton', 'Hillary']",[]
"Donald Trump’s Income Isn’t Always What He Says It Is, Records Suggest 
 https://t.co/1HRBpz3fU2","donald trump s income isn t always what he says it is, records suggest   ",Democrat,['Hillary'],"['Trump', 'Trump', 'Donald']"
"As a black woman w an autistic brother, autistic cousin, and numerous Muslim relatives....  because I cannot say President Trump","as a black woman w an autistic brother, autistic cousin, and numerous muslim relatives....  because i cannot say president trump",Democrat,[],['Trump']
